0	0	111.702	1.98358	-8.574	-9.802	0.113	-71.7	-90.52	1.25	-1	2	32	1
1	111.702	40.251	0.511205	-71.7	-90.52	1.25	-86.88	-124.58	1.05	0	2	27	2
2	151.953	10.157	0.44358	-86.88	-124.58	1.05	-93.7	-129.91	1.45	1	2	26	3
3	162.11	48.5535	0.472057	-93.7	-129.91	1.45	-128.31	-160.2	0.75	2	2	5	4
4	210.663	29.442	0.184151	-128.31	-160.2	0.75	-116.5	-159.91	5.45	3	0	-1	-1
5	210.663	8.73986	0.51	-128.31	-160.2	0.75	-128.3	-168.13	0.75	3	2	9	6
6	219.403	17.155	0.189242	-128.3	-168.13	0.75	-126.1	-178.75	1.65	5	2	8	7
7	236.558	8.5499	0.0817391	-126.1	-178.75	1.65	-126.54	-185.43	1.8	6	0	-1	-1
8	236.558	26.2617	0.189851	-126.1	-178.75	1.65	-123.81	-189.79	5.2	6	0	-1	-1
9	219.403	95.0076	0.51	-128.3	-168.13	0.75	-152.99	-218.05	-7.9	5	2	13	10
10	314.411	26.3807	0.373648	-152.99	-218.05	-7.9	-173.08	-217.94	-9.5	9	2	12	11
11	340.791	182.919	0.538829	-173.08	-217.94	-9.5	-175.72	-255.79	-32.2	10	0	-1	-1
12	340.791	3.32861	0.17063	-173.08	-217.94	-9.5	-175.14	-216.4	-10.3	10	0	-1	-1
13	314.411	12.0199	0.3069	-152.99	-218.05	-7.9	-142.5	-214.9	-9.3	9	2	15	14
14	326.43	61.8967	0.110611	-142.5	-214.9	-9.3	-90.99	-212.38	-12.45	13	0	-1	-1
15	326.43	126.21	0.108527	-142.5	-214.9	-9.3	-53.35	-169.4	-24.75	13	2	25	16
16	452.64	115.713	0.15	-53.35	-169.4	-24.75	-67.16	-72.35	-27.65	15	2	18	17
17	568.354	51.8825	0.15	-67.16	-72.35	-27.65	-99.94	-48.36	-31.15	16	0	-1	-1
18	568.354	6.49513	0.15	-67.16	-72.35	-27.65	-62.25	-68.61	-27.85	16	2	24	19
19	574.849	232.606	0.174228	-62.25	-68.61	-27.85	56.67	83.93	-34.65	18	2	23	20
20	807.454	0.724634	0.171655	56.67	83.93	-34.65	57.19	84	-34.6	19	2	22	21
21	808.179	3.54002	0.15	57.19	84	-34.6	57.63	87.08	-34.6	20	0	-1	-1
22	808.179	3.70963	0.15	57.19	84	-34.6	59.09	81.66	-34.6	20	0	-1	-1
23	807.454	3.60914	0.0863627	56.67	83.93	-34.65	53.74	82.83	-34.35	19	0	-1	-1
24	574.849	3.80715	0.15	-62.25	-68.61	-27.85	-59.53	-70	-27.95	18	0	-1	-1
25	452.64	49.0057	0.15	-53.35	-169.4	-24.75	-13	-164.77	-28.2	15	0	-1	-1
26	162.11	66.1893	0.225233	-93.7	-129.91	1.45	-55.84	-155.28	-9.35	2	0	-1	-1
27	151.953	7.16001	0.312942	-86.88	-124.58	1.05	-80.93	-126.15	1.35	1	2	29	28
28	159.113	97.8353	0.16206	-80.93	-126.15	1.35	0.39	-155.75	-7.4	27	0	-1	-1
29	159.113	53.6182	0.220771	-80.93	-126.15	1.35	-41.83	-94.77	1.65	27	2	31	30
30	212.731	42.6204	0.151349	-41.83	-94.77	1.65	-2.67	-85.42	-1.35	29	0	-1	-1
31	212.731	75.29	0.169101	-41.83	-94.77	1.65	16.78	-56.19	-4.05	29	0	-1	-1
32	111.702	6.69819	0.38573	-71.7	-90.52	1.25	-77.86	-89.13	1.15	0	2	40	33
33	118.4	132.8	0.292737	-77.86	-89.13	1.15	-186.14	-48.3	4.25	32	2	39	34
34	251.2	3.55966	0.296413	-186.14	-48.3	4.25	-188.78	-47.49	4.3	33	2	38	35
35	254.76	51.5499	0.29	-188.78	-47.49	4.3	-233.38	-43.16	5.05	34	2	37	36
36	306.31	29.1316	0.29	-233.38	-43.16	5.05	-247.1	-37.24	5.15	35	0	-1	-1
37	306.31	4.73096	0.230564	-233.38	-43.16	5.05	-232.28	-45.38	4.6	35	0	-1	-1
38	254.76	3.47867	0.224651	-188.78	-47.49	4.3	-190.61	-44.7	4.3	34	0	-1	-1
39	251.2	5.94395	0.230439	-186.14	-48.3	4.25	-189.14	-44.63	4.25	33	0	-1	-1
40	118.4	60.3937	0.290499	-77.86	-89.13	1.15	-61.29	-45.98	4.9	32	2	44	41
41	178.794	18.938	0.29	-61.29	-45.98	4.9	-50.29	-32.93	4.3	40	2	43	42
42	197.732	10.3977	0.29	-50.29	-32.93	4.3	-49.48	-28.9	5.15	41	0	-1	-1
43	197.732	9.74698	0.27046	-50.29	-32.93	4.3	-46.03	-36.08	5.05	41	0	-1	-1
44	178.794	3.55583	0.29	-61.29	-45.98	4.9	-60.04	-48.98	5.05	40	0	-1	-1
