0	7.027	0	9.14503	0.7	30.482	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
1	0.7	0	2.57047	0.18	5.28105	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
2	0.7	5.229	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3	0.7	0	1.59088	0.53	6.61633	3.52467	0.7	7.05236	0	-1	-1	-1	-1	-1	-1
4	0.7	2.93537	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5	0.7	6.9818	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6	0.7	13.2844	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7	0.7	0	4.65289	0.53	12.5769	0.805294	0.35	5.84109	0.709999	0.53	0	0.25495	0.88	0	0
8	0.7	0	1.59656	0.53	14.4663	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
9	0.53	0	1.97687	0.35	63.1964	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
10	0.53	7.06549	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	0.53	0	1.42513	0.18	67.3949	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	0.53	0	0.711126	0.18	48.1981	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
