0	18.158	0	11.9395	1.2	26.4481	3.36305	0.3	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
1	0.3	220.835	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2	0.3	17.319	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3	0.3	17.8058	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4	0.3	0	1.83	1.2	4.01103	3.2145	0.6	0	5.93648	1.2	0	1.8637	0.6	9.83299	0.91929	1.2	4.44033	0
5	1.2	0	3.19062	0.6	2.1101	1.5282	0.3	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
6	0.3	91.0176	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7	0.3	35.2251	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8	0.3	35.9572	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9	0.3	387.118	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10	0.3	107.73	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	0.3	99.553	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	0.3	2.12624	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	0.3	57.7086	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
14	0.3	140.982	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
15	0.3	192.373	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
16	0.3	53.2776	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
17	0.3	72.0556	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
18	0.3	49.3358	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
19	0.3	0	3.62531	0.6	35.0263	2.01457	0.3	3.06435	6.07231	0.6	0	3.57108	0.3	0	0	-1	-1	-1
20	0.3	34.2965	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
21	0.3	0	4.39096	0.6	33.2967	3.07976	0.3	4.94343	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
22	0.3	197.735	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
23	0.3	43.4513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
24	0.3	82.1117	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
25	0.3	0	2.65648	0.6	48.8792	3.31899	0.3	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
26	0.3	427.673	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
27	0.3	114.52	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
28	0.3	128.775	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
29	0.3	31.2228	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
30	1.2	0	2.8008	0.3	43.5085	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	0.3	137.378	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32	0.3	36.9219	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
