0	0	118.78	2.63133	-1.2	-0.0412	-1.3024	98.96	-38.89	1.14	-1	2	36	1
1	118.78	6.92934	1.03	98.96	-38.89	1.14	105.5	-41.18	1.14	0	2	23	2
2	125.709	24.5333	0.843048	105.5	-41.18	1.14	128.65	-47.16	0	1	2	20	3
3	150.242	3.727	0.83	128.65	-47.16	0	132.12	-48.52	0	2	2	19	4
4	153.969	40.2496	0.83	132.12	-48.52	0	168.38	-59.65	0.76	3	2	18	5
5	194.219	7.71691	0.730348	168.38	-59.65	0.76	175.32	-62.06	0.38	4	2	13	6
6	201.936	87.591	0.62	175.32	-62.06	0.38	247.76	-94.15	-1.14	5	2	12	7
7	289.527	51.661	0.416097	247.76	-94.15	-1.14	291.38	-100.24	-0.38	6	2	11	8
8	341.188	288.828	0.41	291.38	-100.24	-0.38	527.89	-205.51	-0.38	7	2	10	9
9	630.015	24.9306	0.41	527.89	-205.51	-0.38	548.93	-210.86	2.27	8	0	-1	-1
10	630.015	167.797	0.249983	527.89	-205.51	-0.38	569.73	-322.69	-22.73	8	0	-1	-1
11	341.188	445.861	0.210954	291.38	-100.24	-0.38	583.29	198.93	-6.82	7	0	-1	-1
12	289.527	202.264	0.21299	247.76	-94.15	-1.14	145.28	-190.82	-21.97	6	0	-1	-1
13	201.936	22.7978	0.24082	175.32	-62.06	0.38	159.05	-53.42	1.89	5	2	15	14
14	224.734	61.8776	0.21	159.05	-53.42	1.89	108.23	-22.91	1.89	13	0	-1	-1
15	224.734	392.346	0.21	159.05	-53.42	1.89	161.52	295.61	-3.03	13	2	17	16
16	617.079	18.9619	0.21	161.52	295.61	-3.03	151.12	292.64	1.89	15	0	-1	-1
17	617.079	105.417	0.21	161.52	295.61	-3.03	73.99	315.97	-1.51	15	0	-1	-1
18	194.219	170.508	0.214564	168.38	-59.65	0.76	99.87	-143.86	-19.69	4	0	-1	-1
19	153.969	139.205	0.216198	132.12	-48.52	0	45.42	-97.19	-23.48	3	0	-1	-1
20	150.242	239.009	0.21313	128.65	-47.16	0	-54.3	59.11	-12.5	2	2	22	21
21	389.251	764.9	0.21	-54.3	59.11	-12.5	-236.66	643.06	-1.51	20	0	-1	-1
22	389.251	173.221	0.21	-54.3	59.11	-12.5	-201.29	137.33	-19.32	20	0	-1	-1
23	125.709	11.4336	0.311376	105.5	-41.18	1.14	100.25	-49.4	0.38	1	2	31	24
24	137.143	119.912	0.21	100.25	-49.4	0.38	56.18	-144.08	-2.27	23	2	26	25
25	257.054	151.566	0.21	56.18	-144.08	-2.27	167.78	-233.45	0.76	24	0	-1	-1
26	257.054	121.043	0.21	56.18	-144.08	-2.27	4.4	-242.51	-4.17	24	2	28	27
27	378.098	49.0159	0.21	4.4	-242.51	-4.17	28.17	-281.36	-7.95	26	0	-1	-1
28	378.098	158.916	0.21	4.4	-242.51	-4.17	-38.21	-383.75	-2.27	26	2	30	29
29	537.014	820.895	0.21	-38.21	-383.75	-2.27	-59.16	-1170.54	-10.23	28	0	-1	-1
30	537.014	100.742	0.21	-38.21	-383.75	-2.27	-95.05	-458.32	-10.23	28	0	-1	-1
31	137.143	15.7908	0.21	100.25	-49.4	0.38	84.71	-48.9	-0.38	23	2	33	32
32	152.933	33.1369	0.21	84.71	-48.9	-0.38	66.84	-33.8	1.51	31	0	-1	-1
33	152.933	118.332	0.21	84.71	-48.9	-0.38	-27.46	-39.81	1.14	31	2	35	34
34	271.265	11.8882	0.21	-27.46	-39.81	1.14	-34.24	-44.74	2.27	33	0	-1	-1
35	271.265	47.2589	0.21	-27.46	-39.81	1.14	-72.32	-31.22	1.89	33	0	-1	-1
36	118.78	10.4856	0.261763	98.96	-38.89	1.14	96.67	-31.06	0.38	0	2	44	37
37	129.265	65.0028	0.21	96.67	-31.06	0.38	61.87	2.61	-5.68	36	2	39	38
38	194.268	254.154	0.21	61.87	2.61	-5.68	145.97	187.53	-20.83	37	0	-1	-1
39	194.268	9.60093	0.21	61.87	2.61	-5.68	53.6	3.64	-7.2	37	2	43	40
40	203.869	28.6926	0.21	53.6	3.64	-7.2	38.98	24.41	-8.33	39	2	42	41
41	232.562	468.116	0.21	38.98	24.41	-8.33	101.05	305.71	-19.69	40	0	-1	-1
42	232.562	344.406	0.21	38.98	24.41	-8.33	-209.22	226.65	-20.83	40	0	-1	-1
43	203.869	168.286	0.21	53.6	3.64	-7.2	-24.01	-126.81	-21.97	39	0	-1	-1
44	129.265	38.8237	0.21	96.67	-31.06	0.38	64.77	-14.12	1.89	36	2	46	45
45	168.089	15.7137	0.21	64.77	-14.12	1.89	49.3	-12.96	2.65	44	0	-1	-1
46	168.089	68.667	0.21	64.77	-14.12	1.89	2.9	8.1	7.95	44	0	-1	-1
