0	13.061	0	10.069	1.48	9.1576	7.71776	0.99	25.4395	7.29746	0.74	37.5799	0	-1	-1	-1
1	0.74	10.8494	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2	0.74	15.2033	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3	0.74	48.2028	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4	0.74	26.6463	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5	0.74	54.2964	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6	0.74	0	3.58744	0.49	47.4869	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
7	0.49	13.7272	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8	0.49	209.037	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9	0.49	0	2.19914	0.25	444.914	2.45928	0.49	14.0428	0	-1	-1	-1	-1	-1	-1
10	0.49	9.33994	1.21213	2.47	3.11156	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	0.49	0	2.75944	0.25	6.57137	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	0.25	4.27293	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	0.25	8.45558	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
14	0.49	0	1.64331	0.25	125.512	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
15	0.25	4.24911	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
16	0.25	7.11228	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
17	0.25	9.44594	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
18	0.25	368.265	2.03978	0.49	54.3109	3.05606	0.74	5.0315	0	-1	-1	-1	-1	-1	-1
19	0.74	0	2.40136	0.25	4.69982	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
20	0.74	0	3.41221	1.73	0	1.86632	3.22	0	2.66682	1.73	0	0	-1	-1	-1
21	1.73	0	3.74567	0.25	14.2284	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
22	1.73	0	3.0376	0.25	2.6754	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
23	0.49	0	2.90087	0.25	247.299	5.60687	0.74	6.0962	1.59311	3.96	0	0	-1	-1	-1
