0	17.837	0	11.1938	1.24	8.82504	6.00308	0.99	7.24658	6.30896	0.74	75.9418	0
1	0.74	0	1.49	0.49	3.69409	0	-1	-1	-1	-1	-1	-1
2	0.49	0	2.94274	0.25	1.84491	0	-1	-1	-1	-1	-1	-1
3	0.25	39.0497	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
4	0.25	13.8593	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
5	0.25	2.47399	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
6	0.25	138.443	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
7	0.25	11.1177	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
8	0.25	31.8664	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
9	0.25	406.305	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
10	0.25	70.2093	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	0.25	3.00502	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	0.25	13.5751	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	0.25	3.45701	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
14	0.25	5.82309	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
15	0.25	5.38488	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
16	0.25	3.27536	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
17	0.49	0	1.91442	0.25	4.99147	0	-1	-1	-1	-1	-1	-1
18	0.25	130.984	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
19	0.25	485.395	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
20	0.25	95.6309	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
21	0.25	85.1818	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
22	0.25	9.40808	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
23	0.25	34.9989	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
24	0.25	72.2875	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
25	0.25	5.20119	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
26	0.25	35.1179	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
27	0.25	80.0049	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
28	0.25	58.183	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
29	0.25	185.828	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
30	0.25	6.28844	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	0.25	24.098	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
32	0.25	4.05428	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
33	0.25	2.99293	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
34	0.74	27.2982	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
35	0.74	1.76954	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
36	0.74	8.161	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
37	0.74	3.56034	2.13836	0.49	43.1864	0	-1	-1	-1	-1	-1	-1
38	0.49	0	2.21698	0.25	538.769	0	-1	-1	-1	-1	-1	-1
39	0.49	0	1.35838	0.25	97.3145	0	-1	-1	-1	-1	-1	-1
40	0.25	418.989	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
41	0.25	2.92577	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
42	0.74	25.2596	2.5728	0.49	66.8351	0.870923	0.25	177.348	0	-1	-1	-1
43	0.25	611.825	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
44	0.25	9.74995	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
45	0.25	90.3806	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
46	0.25	4.39723	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
