0	12.9086	0	8.24898	0.98	0	1.84	0.86	67.9864	1.95133	0.61	177.662	1.24391	0.37	19.9766	0.619995	0.49	158.283	0
1	0.49	2.09093	0.176918	0.37	47.0488	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2	0.37	0	2.61055	0.25	203.494	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3	0.37	494.447	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4	0.49	90.7227	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5	0.49	6.01757	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6	0.49	0	2.28266	0.25	89.3882	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7	0.49	9.36916	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8	0.49	6.86257	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9	0.49	0	0.911318	0.61	15.754	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10	0.61	0	0.899895	0.37	28.1778	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	0.37	0	1.49811	0.25	19.8426	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	0.25	111.566	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	0.25	49.3815	2.63577	0.12	91.0145	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
14	0.37	183.732	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
15	0.37	283.213	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
16	0.37	33.4293	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
17	0.61	9.29693	3.81001	0.49	51.6735	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
18	0.49	0	0.854453	0.37	18.8757	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
19	0.49	11.4909	1.38655	0.37	62.6311	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
20	0.37	30.8631	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
21	0.37	7.38419	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
22	0.49	14.9993	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
23	0.49	0	1.06453	0.29	24.4326	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
24	0.49	12.5861	1.45723	0.37	77.4063	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
25	0.37	148.727	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
26	0.37	0	1.32942	0.49	41.8196	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
27	0.37	511.091	2.50051	0.25	827.051	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
28	0.37	0	2.232	0.15	12.922	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
29	0.15	8.8019	0.86976	0.07	17.6549	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
30	0.15	37.0451	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
