0	17.384	0	10.4655	1.23	5.09263	0.446542	1.11	0.447013	1.06019	0.99	0.176919	0.887524	0.86	6.78687	0.169705	0.74	1.33771	0.739998	0.62	3.31915	0.609997	0.49	0.277309	2.22	0.37	5.61568	0.55236	0.49	10.0449	0.26833	0.37	15.9358	0.616034	0.49	6.14213	0.868325	0.37	5.27667	0.277308	0.49	6.87879	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1	0.49	0	0.629521	0.37	10.0409	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2	0.37	0	0.486823	0.62	4.15177	0.370003	0.49	0	0.989998	0.37	0.78971	0.489998	0.25	9.40638	0.298997	0.37	17.9766	0.63545	0.86	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3	0.86	0	0.226106	0.49	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4	0.49	0.110674	0.886217	0.37	9.99664	1.94798	0.99	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5	0.99	0	0.62	0.62	1.07047	0.281782	0.49	11.7375	0.176922	0.37	8.6601	0.388969	0.74	3.14934	0.268326	0.62	0	0.277308	0.49	0.554619	0.27295	0.37	5.09573	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6	0.37	0	0.507353	0.49	17.9508	0.550096	0.37	41.1345	0.82735	0.86	4.25054	1.93269	2.09	0.119999	1.85399	0.74	4.21192	0.37001	0.62	11.4837	0.240427	0.37	59.8685	0.514199	0.62	1.83153	1.23001	0.49	0.176922	0.369995	0.37	4.74296	0.514198	0.62	1.28614	0.277308	0.49	0.169703	0.446538	0.37	0.176921	0.827364	0.25	26.8977	1.67336	1.73	0.130001	0	-1	-1	-1	-1	-1	-1
7	1.73	0	1.13109	0.12	14.9225	0.530943	0.25	26.0303	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8	0.25	0	0.723736	0.37	61.5481	0.896996	0.74	0	0.869995	0.49	33.3125	0.37001	0.37	51.6206	0.323108	0.86	12.6754	0.593717	0.25	0	1.10462	0.12	24.3299	1.55154	1.6	0.16971	1.49466	0.74	0.565885	0.945404	1.73	0.268331	2.88683	0.25	62.9782	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9	0.25	3.24456	1.381	2.46	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10	1.73	0	1.25515	0.49	7.77421	0.8956	0.37	0	1.23	0.25	38.7648	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	0.25	49.4255	1.82398	0.12	433.571	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	0.25	3.26249	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	0.37	0	0.941811	0.25	18.7019	0.989798	0.62	0.119995	0.781089	0.49	0.281781	0.24	0.37	12.2338	0.989797	0.49	17.9633	0.48999	0.37	0.527313	0.17691	0.25	22.0396	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
14	0.25	4.92434	0.268324	0.37	20.7493	0.559017	0.49	19.0896	1.05361	0.37	24.5969	0.887526	0.86	0.119995	0.659243	0.37	18.7161	1.52905	1.73	0	1.13781	0.62	1.63525	1.08457	0.37	29.1236	0.998245	1.23	0	0.98999	0.12	19.0154	1.31138	1.11	0	0.619995	0.99	2.63847	1.17111	0.37	20.551	0.860001	0.86	0.176917	0.998488	0.62	10.0336	1.40069	1.48	0.176907	0.869769	0.49	115.978	0
