0	16.006	0	11.9729	1.39	1.68813	0.170001	1.32	0	0.230867	1.03	4.86073	0.15	0.95	0.30553	0.113137	0.88	6.41374	1.03	0.81	10.9287	1.4905	0.73	63.177	0
1	0.73	3.06427	1.89011	0.59	46.1111	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2	0.59	39.1566	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3	0.59	13.1612	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4	0.59	51.3497	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5	0.59	6.14641	2.64916	0.51	24.6108	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6	0.51	3.83541	0.570095	0.59	3.12147	0.880005	0.51	0.165524	0.289978	0.59	0.170022	0.139984	0.66	15.5221	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
7	0.66	0	0.642967	0.29	11.0215	0.562932	0.22	70.6505	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8	0.66	53.5223	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9	0.66	19.1047	1.51916	0.51	3.6239	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10	0.51	21.0017	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	0.51	67.5798	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	0.51	6.72792	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	0.51	10.7753	0.747061	0.44	184.132	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
14	0.44	147.773	0.794188	0.73	1.39185	0.366737	0.88	0.220001	0.106267	0.95	0.570513	0.150002	1.17	0.731941	0.220001	1.1	0	0.363989	0.95	13.7075	0.468603	0.73	7.30904	0
15	0.44	0	0.993479	0.59	6.29265	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
16	0.51	0	0.592111	0.44	0	0.440002	0.37	1.70211	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
17	0.51	0	0.482695	0.37	1.31039	0.326478	0.29	262.351	0.674659	0.22	69.3889	2.22991	0.29	4.71244	0.890536	0.22	42.9438	0	-1	-1	-1	-1	-1	-1
18	0.51	0	0.372152	1.03	0	0.395598	0.81	0	0.620325	0.44	49.4035	1.2347	0.37	4.319	0.735048	0.29	28.6952	0	-1	-1	-1	-1	-1	-1
19	0.29	19.9325	0.913017	0.37	2.52752	0.165524	0.29	141.699	0.528873	0.22	83.8256	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
20	0.22	29.44	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
21	0.22	0	0.94953	0.29	1.95928	0.464866	0.22	14.7442	0.445536	0.15	12.4734	0.399242	0.22	16.5079	0.509979	0.29	18.7066	0	-1	-1	-1	-1	-1	-1
22	0.29	67.6019	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
23	0.29	21.7332	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
24	0.29	10.7698	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
25	0.29	36.1942	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
26	0.29	114.25	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
27	0.29	81.2239	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
28	0.29	3.46707	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
29	0.29	86.5813	0.58352	0.22	14.7613	2.52606	0.15	111.451	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
30	0.29	0	0.826728	0.37	1.24185	0.36	0.29	3.4118	0.165533	0.22	46.1419	0.270939	0.29	86.6239	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
