0	0.1698	69.9433	0
1	0.1698	2.96675	0
2	0.1698	944.122	0
3	0.1698	9.90003	0
4	0.1698	67.571	0
5	0.1698	402.484	0
6	0.1698	8.12546	0
7	0.1698	693.019	0
8	0.1698	47.9394	0
9	0.1698	210.765	0
10	0.1698	361.915	0
11	0.1698	66.648	0
12	0.1698	161.772	0
13	0.1698	463.038	0
14	0.1698	3.87057	0
15	0.1698	201.935	0
16	0.1698	7.3281	0
17	0.1698	250.209	0
18	0.1698	753.255	0
19	0.1698	93.9348	0
20	0.1698	681.446	0
21	0.1698	60.4479	0
22	0.1698	285.802	0
23	0.1698	374.931	0
24	0.1698	11.5103	0
25	0.1698	97.1572	0
26	0.1698	21.4675	0
27	0.1698	94.7794	0
28	0.1698	38.7608	0
29	0.1698	816.78	0
30	0.1698	404.883	0
31	0.1698	609.475	0
32	0.1698	283.546	0
33	0.1698	34.3323	0
34	0.1698	83.6297	0
35	0.1698	90.2277	0
36	0.1698	578.626	0
37	0.1698	113.075	0
38	0.1698	497.572	0
39	0.1698	89.4045	0
40	0.1698	626.265	0
41	0.1698	10.7858	0
42	0.1698	799.517	0
43	0.1698	689.35	0
44	0.1698	60.966	0
45	0.1698	146.376	0
46	0.1698	36.1671	0
47	0.1698	17.2557	0
48	0.1698	65.235	0
49	0.1698	84.7158	0
50	0.1698	261.432	0
51	0.1698	252.538	0
52	0.1698	88.124	0
53	0.1698	481.904	0
54	0.1698	196.663	0
55	0.1698	145.641	0
56	0.1698	130.706	0
57	0.1698	146.761	0
58	0.1698	76.0917	0
59	0.1698	244.734	0
60	0.1698	48.2036	0
61	0.1698	309.671	0
62	0.1698	168.811	0
63	0.1698	371.839	0
64	0.1698	3.82493	0
65	0.1698	255.865	0
66	0.1698	244.093	0
67	0.1698	367.65	0
68	0.1698	100.645	0
69	0.1698	552.72	0
70	0.1698	684.243	0
