0	15.891	0	8.18825	0.73	83.8362	0
1	0.73	0	7.15741	0.49	0	0
2	0.49	17.1871	0	-1	-1	-1
3	0.49	16.4342	0	-1	-1	-1
4	0.49	8.77565	0	-1	-1	-1
5	0.49	33.0576	0	-1	-1	-1
6	0.49	6.42044	0	-1	-1	-1
7	0.49	65.6767	0	-1	-1	-1
8	0.49	177.892	0	-1	-1	-1
9	0.49	0	3.02371	0.24	72.3525	0
10	0.24	904.299	0	-1	-1	-1
11	0.24	414.804	0	-1	-1	-1
12	0.24	353.529	0	-1	-1	-1
13	0.24	46.1969	0	-1	-1	-1
14	0.24	12.3711	0	-1	-1	-1
15	0.24	3.50457	0	-1	-1	-1
16	0.49	2.26884	0	-1	-1	-1
17	0.49	0	1.96595	0.24	471.222	0
18	0.49	49.4513	0	-1	-1	-1
19	0.49	0	2.16317	0.24	287.98	0
20	0.49	119.651	1.64576	0.24	134.005	0
21	0.49	0	3.01414	0.24	37.1111	0
22	0.24	12.1677	0	-1	-1	-1
23	0.24	24.4001	0	-1	-1	-1
24	0.24	4.9562	0	-1	-1	-1
25	0.24	26.3786	0	-1	-1	-1
26	0.49	0	4.0197	0.24	75.0437	0
27	0.24	473.179	0	-1	-1	-1
28	0.24	411.902	0	-1	-1	-1
29	0.24	554.867	0	-1	-1	-1
30	0.24	115.747	0	-1	-1	-1
31	0.24	14.2488	0	-1	-1	-1
32	0.24	87.9314	0	-1	-1	-1
33	0.24	56.6628	0	-1	-1	-1
34	0.24	19.0598	0	-1	-1	-1
35	0.24	121.599	0	-1	-1	-1
36	0.24	8.84984	0	-1	-1	-1
37	0.24	34.1165	0	-1	-1	-1
38	0.24	20.6153	0	-1	-1	-1
39	0.24	41.0687	0	-1	-1	-1
40	0.24	161.463	0	-1	-1	-1
41	0.24	17.8429	0	-1	-1	-1
42	0.24	2.08567	0	-1	-1	-1
43	0.24	136.293	0	-1	-1	-1
44	0.24	12.3883	0	-1	-1	-1
45	0.24	5.74637	0	-1	-1	-1
46	0.24	178.137	0	-1	-1	-1
47	0.24	120.606	0	-1	-1	-1
48	0.24	5.66994	0	-1	-1	-1
49	0.24	47.6366	0	-1	-1	-1
50	0.24	148.838	0	-1	-1	-1
51	0.24	63.4275	0	-1	-1	-1
52	0.24	22.6978	0	-1	-1	-1
53	0.24	354.166	0	-1	-1	-1
54	0.24	14.8972	0	-1	-1	-1
55	0.24	3.32832	0	-1	-1	-1
56	0.24	282.761	0	-1	-1	-1
57	0.24	11.7302	0	-1	-1	-1
58	0.24	7.43944	0	-1	-1	-1
59	0.24	16.3221	0	-1	-1	-1
60	0.24	34.3458	0	-1	-1	-1
61	0.24	5.16417	0	-1	-1	-1
62	0.24	202.052	0	-1	-1	-1
63	0.24	3.53262	0	-1	-1	-1
64	0.24	88.5615	0	-1	-1	-1
65	0.49	0	1.96472	0.24	366.499	0
66	0.24	2.98774	0	-1	-1	-1
67	0.24	185.712	0	-1	-1	-1
68	0.24	25.8539	0	-1	-1	-1
69	0.24	311.114	0	-1	-1	-1
70	0.49	0	3.24532	0.24	60.5981	0
71	0.24	293.407	0	-1	-1	-1
