0	14.309	0	7.97598	0.24	86.0501	0
1	0.24	8.61096	0	-1	-1	-1
2	0.24	13.7756	0	-1	-1	-1
3	0.24	19.2988	0	-1	-1	-1
4	0.24	18.7781	0	-1	-1	-1
5	0.24	57.7482	0	-1	-1	-1
6	0.24	31.3014	0	-1	-1	-1
7	0.24	650.187	0	-1	-1	-1
8	0.24	25.9671	0	-1	-1	-1
9	0.24	2.08568	0	-1	-1	-1
10	0.24	30.2763	0	-1	-1	-1
11	0.24	69.3428	0	-1	-1	-1
12	0.24	477.709	0	-1	-1	-1
13	0.24	180.146	0	-1	-1	-1
14	0.24	41.2819	0	-1	-1	-1
15	0.24	12.7168	0	-1	-1	-1
16	0.24	12.7164	0	-1	-1	-1
17	0.24	14.3997	0	-1	-1	-1
18	0.24	76.4383	0	-1	-1	-1
19	0.24	44.5359	0	-1	-1	-1
20	0.24	222.9	0	-1	-1	-1
21	0.24	117.046	0	-1	-1	-1
22	0.24	59.6829	0	-1	-1	-1
23	0.24	355.789	0	-1	-1	-1
24	0.24	47.223	0	-1	-1	-1
25	0.24	140.578	0	-1	-1	-1
26	0.24	25.074	0	-1	-1	-1
27	0.24	12.2975	0	-1	-1	-1
28	0.24	22.7481	0	-1	-1	-1
29	0.24	3.1645	0	-1	-1	-1
30	0.24	585.638	0	-1	-1	-1
31	14.309	0	6.04269	0.49	1.32034	0
32	0.49	0	1.74748	0.24	41.616	0
33	0.49	11.4294	0	-1	-1	-1
34	0.49	0	2.94892	0.24	7.09048	0
35	0.49	0	3.97341	0.24	78.1492	0
36	0.24	62.5085	0	-1	-1	-1
37	0.24	147.36	0	-1	-1	-1
38	14.309	0	5.35878	0.24	114.129	0
39	14.309	0	12.1212	0.24	15.175	0
40	0.24	22.9143	0	-1	-1	-1
41	0.24	6.62652	0	-1	-1	-1
