0	0	115.519	1.67277	-0.021	1.236	0	-0.5	-112.81	-3	-1	2	34	1
1	115.519	5.18409	0.525927	-0.5	-112.81	-3	2.47	-113.78	-3	0	2	17	2
2	120.703	4.78765	0.323758	2.47	-113.78	-3	2.97	-109.2	-2.5	1	2	12	3
3	125.491	39.0497	0.25	2.97	-109.2	-2.5	13.61	-74	-1	2	2	5	4
4	164.541	13.8593	0.25	13.61	-74	-1	10.64	-72.56	-1.5	3	0	-1	-1
5	164.541	2.47399	0.25	13.61	-74	-1	13.36	-71.59	-0.5	3	2	7	6
6	167.015	138.443	0.25	13.36	-71.59	-0.5	53.71	50.38	-3	5	0	-1	-1
7	167.015	11.1177	0.25	13.36	-71.59	-0.5	18.56	-63.64	0	5	2	9	8
8	178.132	31.8664	0.25	18.56	-63.64	0	32.67	-56.41	4.5	7	0	-1	-1
9	178.132	406.305	0.25	18.56	-63.64	0	64.35	250.22	61.5	7	2	11	10
10	584.438	70.2093	0.25	64.35	250.22	61.5	58.9	299.88	71	9	0	-1	-1
11	584.438	3.00502	0.25	64.35	250.22	61.5	62.62	252.63	61.5	9	0	-1	-1
12	125.491	13.5751	0.25	2.97	-109.2	-2.5	6.19	-98.83	-3	2	2	16	13
13	139.066	3.45701	0.25	6.19	-98.83	-3	8.41	-96.18	-3	12	2	15	14
14	142.523	5.82309	0.25	8.41	-96.18	-3	8.91	-90.4	-3.5	13	0	-1	-1
15	142.523	5.38488	0.25	8.41	-96.18	-3	10.15	-91.36	-4	13	0	-1	-1
16	139.066	3.27536	0.25	6.19	-98.83	-3	9.4	-98.35	-3	12	0	-1	-1
17	120.703	6.90589	0.283266	2.47	-113.78	-3	6.93	-114.26	-1	1	2	23	18
18	127.609	130.984	0.25	6.93	-114.26	-1	36.88	-3.37	0.5	17	2	22	19
19	258.594	485.395	0.25	36.88	-3.37	0.5	-16.83	439.93	8	18	2	21	20
20	743.989	95.6309	0.25	-16.83	439.93	8	24.01	494.41	9	19	0	-1	-1
21	743.989	85.1818	0.25	-16.83	439.93	8	-41.83	493.69	12	19	0	-1	-1
22	258.594	9.40808	0.25	36.88	-3.37	0.5	35.39	-4.1	1.5	18	0	-1	-1
23	127.609	34.9989	0.25	6.93	-114.26	-1	18.81	-113.3	6.5	17	2	25	24
24	162.608	72.2875	0.25	18.81	-113.3	6.5	1.98	-59.06	14	23	0	-1	-1
25	162.608	5.20119	0.25	18.81	-113.3	6.5	19.8	-110.65	8	23	2	33	26
26	167.809	35.1179	0.25	19.8	-110.65	8	41.33	-101.97	12.5	25	2	32	27
27	202.927	80.0049	0.25	41.33	-101.97	12.5	86.38	-92.81	36	26	2	31	28
28	282.932	58.183	0.25	86.38	-92.81	36	113.35	-87.5	46.5	27	2	30	29
29	341.115	185.828	0.25	113.35	-87.5	46.5	81.67	14.22	69	28	0	-1	-1
30	341.115	6.28844	0.25	113.35	-87.5	46.5	111.37	-87.99	45.5	28	0	-1	-1
31	282.932	24.098	0.25	86.38	-92.81	36	83.16	-110.89	37	27	0	-1	-1
32	202.927	4.05428	0.25	41.33	-101.97	12.5	42.57	-98.11	12.5	26	0	-1	-1
33	167.809	2.99293	0.25	19.8	-110.65	8	19.06	-107.75	8	25	0	-1	-1
34	115.519	27.2982	0.74	-0.5	-112.81	-3	-0.99	-139.57	-3.5	0	2	42	35
35	142.818	1.76954	0.74	-0.99	-139.57	-3.5	-2.47	-140.54	-3.5	34	2	37	36
36	144.587	8.161	0.74	-2.47	-140.54	-3.5	-0.99	-148.49	-3.5	35	0	-1	-1
37	144.587	48.8851	0.513676	-2.47	-140.54	-3.5	-27.22	-140.78	3.5	35	2	39	38
38	193.472	540.986	0.250492	-27.22	-140.78	3.5	124.49	288.55	18	37	0	-1	-1
39	193.472	98.6729	0.251652	-27.22	-140.78	3.5	-95.04	-109.68	12	37	2	41	40
40	292.145	418.989	0.25	-95.04	-109.68	12	-57.91	226.84	18.5	39	0	-1	-1
41	292.145	2.92577	0.25	-95.04	-109.68	12	-93.8	-107.03	12	39	0	-1	-1
42	142.818	272.886	0.357961	-0.99	-139.57	-3.5	223.99	-102.45	12.5	34	2	44	43
43	415.704	611.825	0.25	223.99	-102.45	12.5	686.56	-131.86	69	42	0	-1	-1
44	415.704	9.74995	0.25	223.99	-102.45	12.5	228.19	-110.65	12	42	2	46	45
45	425.454	90.3806	0.25	228.19	-110.65	12	255.67	-188.51	13	44	0	-1	-1
46	425.454	4.39723	0.25	228.19	-110.65	12	228.69	-106.31	11.5	44	0	-1	-1
