0	0	90.4181	0.810237	-0.042	0.354	0	-5.35	-83.88	1	-1	2	4	1
1	90.4181	84.401	0.36	-5.35	-83.88	1	-41.17	-17.87	0	0	2	3	2
2	174.819	193.992	0.36	-41.17	-17.87	0	-127.48	122.46	12.5	1	0	-1	-1
3	174.819	141.947	0.36	-41.17	-17.87	0	33.42	76.1	-7.5	1	0	-1	-1
4	90.4181	3.99801	0.36	-5.35	-83.88	1	-3.64	-84.78	4.5	0	2	6	5
5	94.4162	55.2571	0.36	-3.64	-84.78	4.5	20.24	-43.06	-1.5	4	0	-1	-1
6	94.4162	16.266	0.36	-3.64	-84.78	4.5	-3.21	-100.06	6.5	4	2	8	7
7	110.682	37.7414	0.36	-3.21	-100.06	6.5	-24.35	-75.12	4.5	6	0	-1	-1
8	110.682	60.3173	0.36	-3.21	-100.06	6.5	-3.45	-155.04	5.5	6	2	10	9
9	171	35.8858	0.36	-3.45	-155.04	5.5	-32.19	-150.61	-7.5	8	0	-1	-1
10	171	169.79	0.36	-3.45	-155.04	5.5	3.06	-311.27	17.5	8	0	-1	-1
