0	18.613	0	9.16671	0.98	14.5509	4.73344	0.73	20.4487	5.03989	0.49	43.677	0
1	0.49	0	1.7142	0.24	11.0646	0	-1	-1	-1	-1	-1	-1
2	0.24	7.74953	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
3	0.24	23.1004	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
4	0.24	19.1373	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
5	0.24	32.3627	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
6	0.24	4.66462	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
7	0.24	173.317	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
8	0.24	59.7721	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
9	0.24	40.8137	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
10	0.24	29.0371	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	0.24	2.54903	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	0.24	24.122	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	0.24	2.99575	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
14	0.24	33.153	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
15	0.24	68.7481	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
16	0.24	30.3122	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
17	0.24	4.85793	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
18	0.24	4.08649	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
19	0.24	3.18085	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
20	0.24	21.9176	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
21	0.24	75.8001	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
22	0.24	60.2381	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
23	0.24	36.4691	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
24	0.24	8.80526	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
25	0.24	2.93981	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
26	0.24	13.6331	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
27	0.24	72.9054	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
28	0.24	46.2296	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
29	0.24	13.5765	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
30	0.24	33.3066	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	0.24	18.2981	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
32	0.24	308.127	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
33	0.24	12.1947	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
34	0.24	11.3766	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
35	0.24	21.9532	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
36	0.49	32.5041	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
37	0.49	0	1.96858	0.24	13.7894	0	-1	-1	-1	-1	-1	-1
38	0.24	23.0886	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
39	0.24	6.35665	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
40	0.49	21.7302	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
41	0.49	0	1.68541	0.24	9.83363	0	-1	-1	-1	-1	-1	-1
42	0.24	139.878	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
43	0.24	191.31	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
44	0.24	7.72235	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
45	0.24	48.4673	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
46	0.24	15.8649	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
47	0.24	21.4711	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
48	0.24	98.5072	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
49	0.24	21.1597	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
50	0.24	164.381	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
51	0.24	24.2014	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
52	0.24	8.13929	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
53	0.24	53.3846	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
54	0.24	40.001	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
55	0.24	21.6481	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
56	0.49	35.6675	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
57	0.49	0	1.90263	0.24	23.1134	0	-1	-1	-1	-1	-1	-1
58	0.24	28.3786	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
59	0.24	150.981	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
60	0.24	149.761	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
61	0.24	112.237	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
62	0.24	5.60289	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
63	0.24	3.20764	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
64	0.24	50.7875	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
65	0.24	126.731	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
66	0.24	76.8895	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
67	0.24	4.03632	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
68	0.24	6.80096	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
