0	0.1698	75.4387	0
1	0.1698	5.5425	0
2	0.1698	16.9367	0
3	0.1698	11.0611	0
4	0.1698	40.9702	0
5	0.1698	2.6613	0
6	0.1698	495.128	0
7	0.1698	188.162	0
8	0.1698	286.505	0
9	0.1698	138.08	0
10	0.1698	34.4073	0
11	0.1698	23.9942	0
12	0.1698	279.79	0
13	0.1698	100.915	0
14	0.1698	79.8334	0
15	0.1698	11.3628	0
16	0.1698	552.12	0
17	0.1698	174.762	0
18	0.1698	299.149	0
19	0.1698	99.7151	0
20	0.1698	151.232	0
21	0.1698	69.0677	0
22	0.1698	120.362	0
23	0.1698	80.2425	0
24	0.1698	51.2379	0
25	0.1698	116.166	0
26	0.1698	30.9842	0
27	0.1698	216.547	0
28	0.1698	248.445	0
29	0.1698	62.3718	0
30	0.1698	23.5307	0
31	0.1698	77.0308	0
32	0.1698	409.862	0
33	0.1698	289.514	0
34	0.1698	174.466	0
35	0.1698	208.908	0
36	0.1698	68.844	0
37	0.1698	58.1656	0
38	0.1698	62.9016	0
39	0.1698	48.8994	0
40	0.1698	273.68	0
41	0.1698	186.685	0
42	0.1698	431.525	0
43	0.1698	72.083	0
44	0.1698	76.8825	0
45	0.1698	70.0799	0
46	0.1698	196.853	0
47	0.1698	292.111	0
48	0.1698	513.2	0
49	0.1698	223.157	0
50	0.1698	437.578	0
51	0.1698	460.375	0
52	0.1698	19.0441	0
53	0.1698	23.6885	0
54	0.1698	184.33	0
55	0.1698	27.8608	0
56	0.1698	134.36	0
57	0.1698	73.5083	0
58	0.1698	218.943	0
59	0.1698	233.251	0
60	0.1698	153.272	0
61	0.1698	160.407	0
62	0.1698	413.937	0
63	0.1698	63.1919	0
64	0.1698	111.955	0
65	0.1698	159.248	0
66	0.1698	38.8227	0
67	0.1698	282.179	0
68	0.1698	7.46752	0
69	0.1698	132.136	0
70	0.1698	700.409	0
71	0.1698	123.572	0
72	0.1698	309.339	0
73	0.1698	77.0023	0
74	0.1698	54.4741	0
75	0.1698	172.916	0
76	0.1698	72.3243	0
77	0.1698	32.2554	0
78	0.1698	145.435	0
79	0.1698	6.10819	0
80	0.1698	270.824	0
81	0.1698	216.287	0
82	0.1698	128.518	0
83	0.1698	301.267	0
84	0.1698	141.547	0
85	0.1698	41.7282	0
86	0.1698	173.829	0
87	0.1698	181.184	0
88	0.1698	46.1541	0
89	0.1698	381.645	0
90	0.1698	215.48	0
91	0.1698	621.919	0
92	0.1698	274.496	0
