0	15.92	0	9.0539	2	0	2.58289	1.33	2.37011	7.27547	0.67	72.6008	2.97934	0.66	0	0
1	0.66	0	3.4938	0.33	4.77942	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
2	0.33	39.9204	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3	0.33	91.9374	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4	0.33	122.665	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5	0.33	139.42	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6	0.33	41.1671	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7	0.33	428.481	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8	0.66	0	4.00386	0.67	21.5985	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
9	0.67	0	6.73293	0.33	34.7029	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
10	0.33	18.6671	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	0.33	158.9	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	0.33	169.734	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	0.33	11.1863	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
14	0.67	15.2548	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
15	0.67	46.9468	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
16	0.67	22.5839	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
17	0.67	24.1078	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
18	0.67	101.021	5.45254	2	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
19	0.67	0	2.60636	0.33	42.1288	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
20	0.33	369.328	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
21	0.33	18.4704	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
22	0.33	3.3378	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
23	0.33	4.00739	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
24	0.67	0	5.70426	0.33	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
25	0.33	45.3054	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
26	0.33	101.072	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
27	0.33	7.48634	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
28	0.33	171.798	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
29	0.33	161.647	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
30	0.33	370.142	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	0.33	9.1515	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32	0.33	148.811	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33	0.33	79.3841	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
34	0.33	240.433	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
35	0.67	0	4.23736	0.33	21.0953	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
36	0.33	70.4041	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
37	0.33	55.0744	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
38	0.33	323.048	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
39	0.33	22.0392	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40	0.33	82.1881	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
41	0.33	190.923	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
42	0.33	5.98619	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
43	0.33	93.8873	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
44	0.33	92.2006	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
45	0.33	11.5134	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
46	0.33	29.5479	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
47	0.33	35.1332	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
48	0.33	128.845	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
49	0.33	244.538	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
50	0.33	52.7813	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
51	0.33	7.42355	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
