0	0.1698	119.753	0
1	0.1698	39.7474	0
2	0.1698	24.459	0
3	0.1698	40.6847	0
4	0.1698	47.2013	0
5	0.1698	177.543	0
6	0.1698	165.027	0
7	0.1698	134.198	0
8	0.1698	122.75	0
9	0.1698	335.392	0
10	0.1698	41.2915	0
11	0.1698	147.963	0
12	0.1698	272.286	0
13	0.1698	63.7904	0
14	0.1698	103.302	0
15	0.1698	164.281	0
16	0.1698	107.35	0
17	0.1698	40.9946	0
18	0.1698	645.298	0
19	0.1698	155.814	0
20	0.1698	657.686	0
21	0.1698	28.9038	0
22	0.1698	1243.03	0
23	0.1698	44.9301	0
24	0.1698	220.783	0
25	0.1698	319.439	0
26	0.1698	602.013	0
27	0.1698	152.944	0
28	0.1698	20.1332	0
29	0.1698	176.177	0
30	0.1698	318.09	0
31	0.1698	500.293	0
32	0.1698	119.246	0
33	0.1698	141.879	0
34	0.1698	46.0281	0
35	0.1698	268.24	0
36	0.1698	214.091	0
37	0.1698	8.56227	0
38	0.1698	59.675	0
39	0.1698	85.0707	0
40	0.1698	43.8996	0
41	0.1698	651.816	0
42	0.1698	30.6867	0
43	0.1698	57.2725	0
44	0.1698	149.289	0
45	0.1698	28.4146	0
46	0.1698	3.85487	0
47	0.1698	17.9933	0
48	0.1698	434.89	0
49	0.1698	79.1091	0
50	0.1698	7.9259	0
51	0.1698	201.36	0
52	0.1698	40.1067	0
53	0.1698	295.447	0
54	0.1698	162.83	0
55	0.1698	232.889	0
56	0.1698	11.7602	0
57	0.1698	123.038	0
58	0.1698	190.322	0
59	0.1698	108.067	0
60	0.1698	205.146	0
61	0.1698	93.9121	0
62	0.1698	146.089	0
63	0.1698	61.2396	0
64	0.1698	222.093	0
65	0.1698	231.09	0
66	0.1698	80.3531	0
67	0.1698	77.9035	0
68	0.1698	70.2741	0
69	0.1698	197.247	0
70	0.1698	88.1729	0
71	0.1698	37.6154	0
72	0.1698	50.3929	0
73	0.1698	360.294	0
74	0.1698	300.353	0
75	0.1698	44.3414	0
76	0.1698	8.25061	0
77	0.1698	7.1754	0
78	0.1698	38.8076	0
79	0.1698	58.7461	0
80	0.1698	110.352	0
81	0.1698	219.333	0
82	0.1698	24.3054	0
83	0.1698	326.725	0
84	0.1698	142.14	0
85	0.1698	45.7483	0
86	0.1698	310.035	0
87	0.1698	93.4918	0
88	0.1698	31.5631	0
89	0.1698	237.625	0
90	0.1698	146.802	0
91	0.1698	289.669	0
92	0.1698	10.0444	0
93	0.1698	15.0216	0
94	0.1698	36.7126	0
95	0.1698	130.85	0
96	0.1698	102.167	0
97	0.1698	382.101	0
98	0.1698	127.513	0
99	0.1698	210.902	0
100	0.1698	23.1009	0
101	0.1698	238.227	0
102	0.1698	233.351	0
103	0.1698	30.337	0
104	0.1698	109.834	0
105	0.1698	21.1231	0
106	0.1698	399.481	0
107	0.1698	168.71	0
108	0.1698	91.4245	0
