0	3.48	0	25.708	1.16	7.8691	6.02326	0.83	0	7.88353	0.5	0	5.06179	0.33	65.4094	0
1	0.33	3.00103	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2	0.33	59.7729	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3	0.33	475.155	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4	0.33	2.6417	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5	0.33	140.963	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6	0.33	459.244	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7	0.33	52.3076	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8	0.33	46.2762	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9	0.33	735.609	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10	0.33	175.398	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	0.33	16.1935	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	0.33	18.4622	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	0.33	21.0009	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
14	0.33	337.002	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
15	0.33	18.6868	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
16	0.33	159.313	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
17	0.33	12.4361	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
18	0.33	79.2939	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
19	0.33	187.302	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
20	0.33	31.3658	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
21	0.33	76.1374	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
22	0.33	453.592	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
23	0.33	56.7946	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
24	0.33	510.319	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
25	0.33	134.346	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
26	0.33	761.306	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
27	0.33	1409.96	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
28	0.33	3.9828	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
29	0.33	19.0102	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
30	0.33	143.45	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	0.33	620.683	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32	0.33	215.194	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33	0.33	170.731	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
34	0.33	66.4582	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
35	0.33	691.665	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
36	0.33	56.6328	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
37	0.33	286.486	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
38	0.33	157.871	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
39	0.33	0	12.4776	0.1698	19.9987	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
40	0.1698	336.151	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
41	0.1698	209.497	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
42	0.33	23.6729	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
43	0.33	0	5.91013	0.1698	4.92852	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
44	0.33	79.4456	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
45	0.33	590.83	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
46	0.33	949.642	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
47	0.33	247.26	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
48	0.33	471.091	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
49	0.33	52.8097	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
50	0.33	171.301	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
51	0.33	552.319	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
52	0.33	27.362	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
