0	14.889	0	10.8926	0.49	3.9726	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
1	0.49	0	4.02056	0.24	5.93038	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
2	0.49	0	4.76236	0.24	71.2109	0	-1	-1	-1	-1	-1	-1	-1	-1	-1
3	0.24	27.2874	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4	0.24	8.2842	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5	0.24	38.9851	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6	0.24	45.9788	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7	0.24	90.7197	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8	0.24	86.7119	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9	0.24	13.0072	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10	0.24	13.8578	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	0.24	34.2769	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	0.24	302.475	2.23895	0.49	3.15245	3.15183	0.73	8.32094	3.16528	0.24	29.3031	1.0284	2.44	0	0
13	0.24	3.75582	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
14	0.24	13.0258	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
