0	14.966	0	61.5996	0.28	107.946	0	-1	-1	-1
1	0.28	37.0021	0	-1	-1	-1	-1	-1	-1
2	0.28	3.18023	0	-1	-1	-1	-1	-1	-1
3	0.28	25.1518	0	-1	-1	-1	-1	-1	-1
4	0.28	7.8164	0	-1	-1	-1	-1	-1	-1
5	14.966	0	149.679	0.28	149.555	0	-1	-1	-1
6	0.28	163.534	0	-1	-1	-1	-1	-1	-1
7	0.28	19.5963	0	-1	-1	-1	-1	-1	-1
8	14.966	0	8.43454	1.11	13.664	4.91786	0.83	80.4135	0
9	0.83	23.2182	0	-1	-1	-1	-1	-1	-1
10	0.83	39.2792	7.10136	0.56	169.988	0	-1	-1	-1
11	0.56	61.7155	0	-1	-1	-1	-1	-1	-1
12	0.56	47.613	0	-1	-1	-1	-1	-1	-1
13	0.56	73.6362	0	-1	-1	-1	-1	-1	-1
14	0.56	0	4.46212	0.28	43.6644	0	-1	-1	-1
15	0.56	0	2.56313	0.28	314.365	0	-1	-1	-1
16	0.56	0	11.7682	0.28	50.6903	0	-1	-1	-1
17	0.83	0	4.0222	0.28	320.671	0	-1	-1	-1
18	0.83	0	6.25864	0.28	7.37098	0	-1	-1	-1
19	0.28	25.8416	0	-1	-1	-1	-1	-1	-1
20	0.28	79.1567	0	-1	-1	-1	-1	-1	-1
