0	31.214	0	15.0141	3.61	0	11.2335	3.01	6.61937	6.44981	2.41	50.8674	6.21943	1.81	0	5.29598	1.2	8.96381	2.5148	0.6	56.2879	5.423	1.2	8.87837	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1	1.2	0	4.07564	3.01	0	4.71893	4.22	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2	4.22	3.65269	5.22687	3.01	4.19361	2.30002	1.81	0	1.74656	1.2	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3	1.2	11.9457	1.8312	0.6	0	5.02049	1.2	0	3.36893	0.6	9.98985	5.16872	1.2	11.2765	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4	1.2	0	2.96043	4.22	0	10.4422	1.2	10.6955	2.59177	0.6	16.3744	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5	0.6	49.4679	7.53075	1.2	0	10.6699	0.6	9.56583	7.32246	1.2	0	7.61447	0.6	1.54767	3.92196	1.81	0	1.19618	2.41	0	2.19668	1.81	0	2.19665	1.2	0	3.6411	1.81	0	1.24617	2.41	0	0.596143	3.01	0	4.10158	1.81	0	2.29003	7.23	0	0
6	0.6	8.10085	8.17413	0.3	0	1.50987	1.81	0	7.8012	0.3	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7	0.3	96.2257	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8	0.3	11.2338	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9	0.3	5.21047	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
