0	13.39	0	11.3193	0.99	32.0158	0
1	0.99	26.5989	0	-1	-1	-1
2	0.99	27.9859	0	-1	-1	-1
3	0.99	98.6734	0	-1	-1	-1
4	0.99	33.9681	0	-1	-1	-1
5	0.99	152.311	0	-1	-1	-1
6	0.99	599.865	0	-1	-1	-1
7	0.99	64.3067	0	-1	-1	-1
8	0.99	153.002	0	-1	-1	-1
9	0.99	81.4551	0	-1	-1	-1
10	0.99	72.9723	0	-1	-1	-1
11	0.99	901.126	0	-1	-1	-1
12	0.99	8.81749	0	-1	-1	-1
13	0.99	34.4599	0	-1	-1	-1
14	0.99	68.7975	0	-1	-1	-1
15	0.99	1126.78	0	-1	-1	-1
16	0.99	48.9131	0	-1	-1	-1
17	0.99	25.9541	0	-1	-1	-1
18	0.99	620.451	0	-1	-1	-1
19	0.99	14.306	0	-1	-1	-1
20	0.99	140.298	0	-1	-1	-1
21	0.99	34.9344	0	-1	-1	-1
22	0.99	80.8721	0	-1	-1	-1
23	0.99	79.0158	0	-1	-1	-1
24	0.99	169.152	0	-1	-1	-1
25	0.99	326.668	0	-1	-1	-1
26	0.99	77.0274	0	-1	-1	-1
27	0.99	4.8191	0	-1	-1	-1
28	0.99	2.26241	0	-1	-1	-1
29	0.99	23.749	0	-1	-1	-1
30	0.99	44.417	0	-1	-1	-1
31	0.99	90.6287	0	-1	-1	-1
32	0.99	46.2208	0	-1	-1	-1
33	0.99	166.453	0	-1	-1	-1
34	0.99	19.2483	0	-1	-1	-1
35	0.99	22.0764	0	-1	-1	-1
36	0.99	28.5028	0	-1	-1	-1
37	0.99	15.4402	0	-1	-1	-1
38	0.99	37.1125	0	-1	-1	-1
39	0.99	26.6032	0	-1	-1	-1
40	0.99	107.369	0	-1	-1	-1
41	0.99	114.2	0	-1	-1	-1
42	0.99	267.904	0	-1	-1	-1
43	0.99	839.739	0	-1	-1	-1
44	0.99	41.5877	0	-1	-1	-1
45	0.99	194.464	0	-1	-1	-1
46	0.99	179.671	0	-1	-1	-1
47	0.99	462.206	0	-1	-1	-1
48	0.99	59.5114	0	-1	-1	-1
49	0.99	17.002	0	-1	-1	-1
50	0.99	63.9454	0	-1	-1	-1
51	0.99	94.0391	0	-1	-1	-1
52	0.99	27.9749	0	-1	-1	-1
53	0.99	34.9892	0	-1	-1	-1
54	0.99	71.4696	0	-1	-1	-1
55	0.99	49.0825	0	-1	-1	-1
56	0.99	65.8088	0	-1	-1	-1
57	0.99	99.3758	0	-1	-1	-1
58	0.99	13.1096	0	-1	-1	-1
59	0.99	235.998	0	-1	-1	-1
60	0.99	113.531	0	-1	-1	-1
61	0.99	148.124	0	-1	-1	-1
62	0.99	180.859	0	-1	-1	-1
63	0.99	648.571	0	-1	-1	-1
64	0.99	6.25246	0	-1	-1	-1
65	0.99	416.229	0	-1	-1	-1
66	0.99	383.556	0	-1	-1	-1
67	0.99	3.98115	0	-1	-1	-1
68	0.99	53.6781	0	-1	-1	-1
69	0.99	292.777	0	-1	-1	-1
70	0.99	593.907	0	-1	-1	-1
71	0.99	27.8394	0	-1	-1	-1
72	0.99	49.2635	0	-1	-1	-1
73	0.99	119.205	0	-1	-1	-1
74	0.99	62.5637	0	-1	-1	-1
75	0.99	345.218	0	-1	-1	-1
76	0.99	156.506	0	-1	-1	-1
77	0.99	200.184	0	-1	-1	-1
78	0.99	492.454	0	-1	-1	-1
79	0.99	122.526	0	-1	-1	-1
80	0.99	22.1995	0	-1	-1	-1
81	0.99	571.314	0	-1	-1	-1
82	0.99	13.3405	0	-1	-1	-1
83	0.99	10.754	0	-1	-1	-1
84	0.99	45.0226	0	-1	-1	-1
85	0.99	351.752	0	-1	-1	-1
86	0.99	334.7	0	-1	-1	-1
87	0.99	299.164	0	-1	-1	-1
88	0.99	176.875	0	-1	-1	-1
89	0.99	14.0846	0	-1	-1	-1
90	0.99	19.1074	0	-1	-1	-1
91	0.99	187.059	0	-1	-1	-1
92	0.99	209.714	0	-1	-1	-1
93	0.99	198.367	0	-1	-1	-1
94	0.99	680.815	0	-1	-1	-1
95	0.99	75.8204	0	-1	-1	-1
96	0.99	29.1522	0	-1	-1	-1
97	0.99	6.71075	0	-1	-1	-1
98	0.99	119.203	0	-1	-1	-1
